"655348-19-L123","SERVICIO DE TRASLADO DE PERSONAL PARA PLEBISCITO CONSTITUCIONAL 2023","La necesidad de la Compañía Andina  Divisionaria N.° 20 ""Cochrane"" de contratar el servicio de traslado de personal para los desplazamientos a los diferentes locales de votación en el plebiscito constitucional 2023.","$4.400.000","22/11/2023","29/11/2023"
"994-41-LE23","ADQUSIICION DE TORRES DE ILUMINACION  VIALIDAD ATACAMA","SE REQUIERE ADQUSICION DE TORRES DE ILUMINACION DE ACUERDO A RES 1053 DEL 21.11.2023 QUE APRUEBA LAS BASES ADMTVAS, TECNICAS Y ANEXO.
"4882-12-LE23","SERVICIO DE PRODUCCION ENCUENTRO REGIONAL DE EDUCA","SERVICIO DE PRODUCCION ENCUENTRO REGIONAL DE EDUCACION ARTISTICA EN LA ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN.","$10.300.000","22/11/2023","04/12/2023"
"1232837-29-E223","ADQUISISCION DE 03 BICICLETAS TANDEM","La Corporación Municipal de Fomento Productivo de Arica “Costa Chinchorro” ha elaborado las presentes bases administrativas, las que contienen todos los requerimientos para materializar la “Adquisición de 03 BICICLETAS TANDEM” para la iniciativa “DIFUSIÓN Y PROTECCIÓN DEL MONUMENTO HISTÓRICO EX – ISLA ALACRÁN PARA LA PROMICIÓN DEL PRODUCTO TURÍSTICO AyP” código BIP 40046377-0.","$2.650.000","22/11/2023","28/11/2023"
"1057492-165-LQ23","SERVICIO DE INFORMES RADIOLÓGICOS Y SERVICIOS COMPLEMENTARIOS Y SERVICIOS COMPLEMENTARIOS","SERVICIO DE INFORMES RADIOLÓGICOS Y SERVICIOS COMPLEMENTARIOS Y SERVICIOS COMPLEMENTARIOS","Igual o superior a 2.000 UTM e inferior a 5.000 UTM","22/11/2023","12/12/2023"
"4406-71-LQ23","Const. Ext. Red AP y AS Calle Esmeralda","Proyecto Construcción Extensión de Red AP y AS Calle Esmeralda Capitán Pastene, según Bases administrativas, E.T. y anexos adjuntos, SC.M N°10531.-","$205.430.839","22/11/2023","14/12/2023"
"3933-79-L123","“ESTÍMULOS  PREMIOS PARA ESCUELA LA ESPERANZA” FONDOS SEP","“ESTÍMULOS / PREMIOS PARA ESCUELA LA ESPERANZA”, FONDOS SEP","Menor a 100 UTM","22/11/2023","28/11/2023"
"3710-312-L123","Productos publicitarios para Promocion CESFAM Victoria","Productos publicitarios para Promocion CESFAM Victoria","$3.850.000","22/11/2023","28/11/2023"
"837-98-LE23","SC 494 SERVICIO ASEO SML ILLAPEL REGION DE COQUIMBO","DLI solicita la contratación del Servicio Aseo SML Illapel, ubicada en Villa San Rafael, Avda Cuz Cuz N°150, de la comuna de Illapel, Región de Coquimbo, por 10 meses desde el 01.01.2024 al 31.10.2024","$10.948.000","17/11/2023","01/12/2023"
"1267-14-O123","CONSERVACIÓN CALETA HIGUERILLAS CONCÓN","Nivel Calle: Conservación de Barandas, Conservación de 10 bancas. Explanada: Preparación de pavimento, Baldosa microvibrada lisa, Conservación coronamiento de muro. Limpieza de Productos: Impermeabilización, Pintura antihongos, Retiro superficie de trabajo. Reposición superficie de trabajo: Cambio de canaleta y Retiro de rejillas existentes e Instalación de nuevas rejillas, Construcción de canaletas desagüe mesones, Reposición de llaves y fitting mesones, Reposición de gabinete de red húmeda. Molo: Conservación pescantes, Reposición bitas, Reposición escalera de tojino, Suministro e instalación tablero de distribución, Suministro e instalación equipo de iluminación, Normalización tablero auxiliar pescantes, Suministro e instalación tablero comando pescantes, Suministro equipos de levante, Traslado tablero distribución, Suministro e instalación ducto CAG uso eléctrico.","No público","22/11/2023","10/01/2024"
"2111-324-LP23","SUMINISTRO DE INTRODUCTORES Y GÚIAS DE ANGIOGRAFÍA","SE SOLICITA EL SUMINISTRO DE INTRODUCTORES Y GUÍAS DE ANGIOGRAFÍA PARA EL HOSPITAL DE URGENCIA DE ASISTENCIA PUBLICA.","Igual o superior a 1.000 UTM e inferior a 2.000 UTM","22/11/2023","04/12/2023"
"2295-206-LR23","CONVENIO DE SUMINISTRO PARA ADQUISICIÓN DE INSUMOS PARA LABORATORIO DEL DEPARTAMENTO DE SALUD DE LA I.MUNICIPALIDAD DE TALCA","Las presentes bases tienen por objeto reglamentar el “CONVENIO DE SUMINISTRO PARA ADQUISICIÓN DE INSUMOS PARA LABORATORIO DEL DEPARTAMENTO DE SALUD DE LA I.MUNICIPALIDAD DE TALCA”, el cual será destinado a cubrir las necesidades durante el período de 48 (cuarenta y ocho) meses, según condiciones establecidas en antecedentes que integran la presente licitación.","Igual o superior a 5.000 UTM","22/11/2023","22/12/2023"
"1057996-17-L123","Compra de Fármacos","Compra de Fármacos","$3.000.000","22/11/2023","29/11/2023"
"4629-92-L123","ADQUISICIÓN DE SERVICIO DE CATERING PARA ACTIVIDADES DE CAPACITACIÓN EN LA CIUDAD DE SANTIAGO”","ADQUISICIÓN DE SERVICIO DE CATERING PARA TRES ACTIVIDADES DE CAPACITACIÓN EN LA CIUDAD DE SANTIAGO","$6.330.800","22/11/2023","27/11/2023"
"829-9-O123","AIF DISEÑO REPOS. EDIFICIO CONSISTORIAL TIMAUKEL","CONTRATAR EL SERVICIO DE ASESORIA A LA INSPECCION FISCAL DEL DISEÑO REPOSICIÓN EDIFICIO CONSISTORIAL TIMAUKEL, PAMAPA GUANACO","No público","24/10/2023","01/12/2023"
"2703-345-L123","SC 11691 Cintra para la determinación de la glicemia para equipo Accuchek de Roche. CESFAM.","SC 11691 Cintra para la determinación de la glicemia para equipo Accuchek Instant de Roche. CESFAM.","$6.395.000","22/11/2023","28/11/2023"
"2703-343-L123","SC 11674 Medicamentos . CESFAM","Para evaluar debe enviar cotización con detalle del producto. Valor unitario. Productos deben ser enviados al centro de salud solicitado, valor de envío debe venir incluido en el producto no como ítem aparte. Postular solo si se tiene stock disponible. De no cumplir con plazo estipulado de envío se cancela OC. Llenar formularios que se adjuntan o en defecto enviar datos solicitados en criterios de evaluación","$178.500","22/11/2023","28/11/2023"
"515568-132-L123","ADQUISICIÓN DE 1.000 ENTRADAS AL CINE PARA  COLEGIO PRESIDENTE GERMAN RIESCO ERRAZURIZ",": La Corporación Municipal de Educación de Maipú (CODEDUC), en el marco de su planificación, requiere adquirir 1.000 entradas al  cine para películas 2D y butaca tradicional para el estudiantado del Colegio Presidente German Riesco Errazuriz., ubicado en calle San Ramón  N°111, Comuna de Maipú.","$4.557.700","22/11/2023","30/11/2023"
"3178-29-LE23","ADQUISICIÓN DE FÁRMACOS","Que, existe la necesidad de adquirir Fármacos para el Servicio de Farmacia del Hospital Naval “Almirante Adriazola”, según lo informado por el Jefe de Servicio de Farmacia.","$60.000.000","22/11/2023","04/12/2023"
"1057387-76-LE23","ELEMENTOS QUINCALLERIA HOSPITAL COLLIPULLI","ABASTECER A HOSPITAL ELEMENTOS DE QUINCALLERIA PARA PUERTAS Y VENTANAS DE HOSPITAL COLLIPULLI, SOLO SE ADMITE ELEMENTOS SEGUN ESPECIFICACIONES TÉCNICAS REQUERIDAS, DEBIDO A INSTALACIONES.","$11.000.000","20/11/2023","29/11/2023"
"2772-40-LP23","MEJ ILUMINACIÓN PARQUE LOS ALTOS DE CHIGUAYANTE","Dicho proyecto busca mejorar la actual iluminación del parque ubicado en Los Alto de Chiguayante, y se incluyen obras correspondientes a excavaciones, canalizaciones, cableados, instalación de nuevos postes y equipos de iluminación.","Igual o superior a 1.000 UTM e inferior a 2.000 UTM","10/11/2023","30/11/2023"
"2377-445-L123","HERRAMIENTAS MANUALES SEGUN LISTADO ADJUNTO.- IDDOC 732513.-","HERRAMIENTAS NECESARIAS PAR ASEO Y ORNATO, SOLDADURA, JARDIN CARPINTERIA.-","$6.172.000","22/11/2023","29/11/2023"
"2401-287-L123","PAÑALES","Pañales de niño , para el Departamento de Protección Social, E-15826.","$1.938.510","22/11/2023","28/11/2023"
"3206-102-L123","CURSO DE PELUQUERIA BASICA","Se requiere contratar los servicios para realizar curso de Peluquería Básica, según Términos de Referencia que se adjuntan.","Menor a 100 UTM","22/11/2023","29/11/2023"
"2483-441-L123","ADQUISICIÓN DE MATERIALES ÚTILES E INSUMOS PARA TALLERES FORMATIVOS DEL CENTRO CULTURAL MUNICIPAL","ADQUISICIÓN DE MATERIALES, ÚTILES E INSUMOS PARA TALLERES FORMATIVOS DEL CENTRO CULTURAL MUNICIPAL, DECRETO ALCALDICIO E N°6782/23","Menor a 100 UTM","22/11/2023","28/11/2023"
"3887-107-LE23","Habilitacion y Reparacion Canchas de Tenis","mejoramiento Habilitacion y Reparacion Canchas de Tenis","$36.650.000","22/11/2023","28/11/2023"
"5060-502-L123","S316 VESTUARIO INSTITUCIONAL PARA INSTITUTO SUPERIO DE ESPECIALIDADES TECNICAS. ORD N°144. ADMINISTRACION DELEGADA.","S316 VESTUARIO INSTITUCIONAL PARA INSTITUTO SUPERIO DE ESPECIALIDADES TECNICAS. ORD N°144. ADMINISTRACION DELEGADA.","$3.200.000","22/11/2023","01/12/2023"
"1019-101-L123","ADQUISICIÓN DE MATERIALES Y ACCESORIOS PARA LA MANTENCIÓN DE LAS ESTACIONES DE LA RED HIDROMETÉTRICA NACIONAL","Adquirir materiales y accesorios de acuerdo a las disposiciones que se especifican en las presentes Bases Administrativas y Técnicas.","$6.200.000","15/11/2023","22/11/2023"
"1696-25-LE23","Mejoramiento exterior de la ICA","Mejoramiento exterior de la Iltma. Corte de Apelaciones de Arica.
"2401-286-L123","DISEÑO Y FABRICACIÓN DE PROTECCIONES METALICAS","EXP:15669/2023 SOLCITUD N° 1188/2023 UNIDAD: DIRECCION DE DESARROLLO COMUNITARIOFAMILIA Y COMUNIDAD.
"5060-505-L123","SN1153-SEP-SERVICIO DE PEDAGOGICA DEPORTIVA ECUESTRE PARA ESC. CAMPOS DPEORTIVOS","SN°1153-SEP-SERVICIO DE PEDAGOGICA DEPORTIVA ECUESTRE PARA ESC. CAMPOS DPEORTIVOS SEGUN E.T","$6.358.250","22/11/2023","30/11/2023"
"1057554-131-LQ23","CONTRATO DE SUMINISTRO INSUMOS NEONATOLOGÍA PARA EL HOSPITAL CARLOS VAN BUREN","CONTRATO DE SUMINISTRO INSUMOS NEONATOLOGÍA PARA EL HOSPITAL CARLOS VAN BUREN","Igual o superior a 2.000 UTM e inferior a 5.000 UTM","22/11/2023","12/12/2023"
"744835-318-L123","SMART TV - IMPRESORA - VARIOS","Solicitud de Materiales N°1200/R-66/94/2023
"3882-94-L123","“CONTRATACION DE SERVICIO DE SONIDO Y ESTRUCTURA PARA ACTIVIDAD MUNICIPAL ILUSTRE MUNICIPALIDAD DE LLAY LLAY”","se requiere para la presentación del grupo nacional Natalino, con villancicos de navidad, y el Coro polifónico de la Iglesia Evangélica de Llay Llay, que se realizará el domingo 03 de diciembre de 2023, en el frontis de la Ilustre Municipalidad de Llay Llay.","Menor a 100 UTM","22/11/2023","28/11/2023"
"528208-19-LR23","SERV. RECOLECCIÓN DE RESIDUOS Y ASEO DE FERIAS","La Municipalidad de Cerro Navia requiere concesionar la ejecución de los servicios de recolección y transporte de residuos sólidos domiciliarios y asimilables a domicilios, además del servicio de aseo, levante y lavado de ferias y persas de la comuna de Cerro Navia, de acuerdo a las condiciones establecidas en las Bases Administrativas y Especificaciones Técnicas de la licitación.","Igual o superior a 5.000 UTM","03/08/2023","13/12/2023"
"3382-63-LE23","CONTRATO DE LAB. DENTAL PARA EL CCMC Y UND DEPEND.","El Centro Clínico Militar “Concepción” o CCM “Concepción”, llama a Licitación Pública para suscribir un contrato con laboratorio dental para el diseño y fabricación  de trabajos dentales en distintas especialidades tales como Operatoria 2do nivel, Prótesis Fija, Prótesis Removible e Implantología. Los trabajos que se solicitarán en el laboratorio dental son aparatos protésicos fabricados en forma artificial destinado a restaurar  y reponer  una o varias piezas dentarias, todo con el fin de satisfacer las necesidades de los pacientes del extra sistema y acciones sin convenio incluyendo aquellas que sobrepasan su bonificación en el sistema Sisae en las distintas áreas del Servicio dental del CCM “Concepción”, SCMM  “Chillán” y SCMM “Los Ángeles”.","$40.000.000","22/11/2023","29/11/2023"
"1017312-57-LQ23","SERVICIO DE RESONANCIA MAGNÉTICA PARA EL SISTEMA DE SALUD NAVAL EN LA PROVINCIA DE CONCEPCIÓN.","Contar con convenios de atención que otorguen el Servicio de Resonancia Magnética para el Sistema de Salud Naval en la Provincia de Concepción, cuando la Institución no cuente con los medios para otorgarla o éstos sean insuficientes y tampoco pueda ser brindada por los establecimientos comprendidos dentro del Sistema de Salud de las Fuerzas Armadas o en organismos públicos, siendo necesario efectuar la derivación del paciente a un prestador privado en convenio.","$300.000.000","22/11/2023","08/01/2024"
"4988-78-LE23","SEGUNDO LLAMADO CONSTRUCCIÓN ESPACIO RECREATIVO AGÜITA DE LA PERDIZ","superficie total de intervención de 110 m² 
"3960-131-LE23","Servicio de Telefonía Móvil para la Municipalidad","Servicio de Telefonía Móvil de la I. Municipalidad de Hualañé
"1017312-58-LQ23","SERVICIO DE ULTRASONOGRAFÍA PARA EL SISTEMA DE SALUD NAVAL EN LA PROVINCIA DE CONCEPCIÓN.","Contar con convenios de atención que otorguen el Servicio de Ultrasonografía para el Sistema de Salud Naval en la Provincia de Concepción, cuando la Institución no cuente con los medios para otorgarla o éstos sean insuficientes y tampoco pueda ser brindada por los establecimientos comprendidos dentro del Sistema de Salud de las Fuerzas Armadas o en organismos públicos, siendo necesario efectuar la derivación del paciente a un prestador privado en convenio.","$300.000.000","22/11/2023","08/01/2024"
"2467-491-L123","ADQUISICIÓN DE MICROSCOPIO Y AUTOCLAVE - DIMAO","La presente licitación pública tiene por objeto la compra de Microscopio y Autoclave para ser utilizado como herramienta por el personal veterinario para observar, analizar y estudiar muestras obtenidas de animales.","$6.000.000","22/11/2023","29/11/2023"
"3833-99-L123","SERVICIO DE BANQUETERÍA","SERVICIO DE  ALIMENTACIÓN CON LOCAL DE EVENTOS, REQUERIDO PARA JORNADA ""ENCUENTRO REGIONAL DE CONSEJO VECINAL DE DESARROLLO"", EL DÍA SÁBADO 2 DE DICIEMBRE DE 2023.","Menor a 100 UTM","20/11/2023","27/11/2023"
"1084156-56-LE23","CONTRATO SUMINISTRO NEUMATICOS Y BATERIAS SLEP AS","CONTRATO SUMINISTRO NEUMATICOS Y BATERIAS SLEP AS","$25.000.000","13/11/2023","27/11/2023"
"951405-46-LE23","SERVICIO DE NORMALIZACIÓN Y CERTIFICACIÓN","CONTRATAR EL SERVICIO DE NORMALIZACIÓN Y CERTIFICACIÓN DE LAS INSTALACIONES Y EQUIPOS DE LOS RANCHOS DE TROPAS DEL CAMPO MILITAR COYHAIQUE Y CIE LAS BANDURRIAS","$24.859.100","13/11/2023","24/11/2023"
"527481-91-LE23","SERVICIO DE ARRIENDO HORAS MAQUINA RETROEXCAVADORA","La necesidad de adquirir servicio de  arriendo de retroexcavadora, para realizar trabajos de confección de pisos, nivelación, limpiezas de terrenos, retiro de escombros y demoliciones, solicitadas por vecinos de las diferentes localidades de la comuna de Combarbalá","$16.660.000","22/11/2023","04/12/2023"
"2378-151-LQ23","MOTOCICLETAS PARA SEGURIDAD PÚBLICA LA FLORIDA","La presente propuesta “ADQUISICIÓN DE MOTOCICLETAS PARA SEGURIDAD PÚBLICA, LA FLORIDA 2023”. Dicha adquisición tiene por objeto la adquisición de 20 motocicletas todo terreno, con el propósito de implementar medidas de fiscalización y control, con la finalidad de reducir la delincuencia y elevar la calidad de vida de los habitantes de la comuna. Al mismo tiempo la municipalidad pretende influir de manera duradera y sistemática sobre la disminución del fenómeno delincuencial.","$136.000.000","22/11/2023","07/12/2023"
"3593-77-L123","Compra de articulos y adornos de navidad","Compra de articulos  de navidada para el Departamento de Aseo y Ornato","$6.291.329","22/11/2023","27/11/2023"
"645-12-LE23","SUBDIVISIÓN Y ESTUDIO DE CABIDA LOTE 3B VERGOTTINI","El propósito de esta licitación es realizar una subdivisión denominado Vergottini Lote 3B, ubicado en el borde río de la comuna de Copiapó, asociado a una Imagen Objetivo que incorpora la integración de la aplicación de distintos tipos de subsidios habitacionales, vialidades proyectadas, áreas verdes y equipamiento.","Entre 100 y 1000 UTM","22/11/2023","04/12/2023"
"2502-36-LE23","ENLACES DE INTERNET Y CAMARAS DE SEGURIDAD","Se solicita la conectividad inalámbrica para acceso a internet y además de cámaras de seguridad que serán instaladas y ubicadas en los siguientes 4 en Oficinas Oficina Local de Niñez y 4 Dirección de Desarrollo Social","Entre 100 y 1000 UTM","15/11/2023","24/11/2023"
"1729-130-L123","IMPLEMENTACION DEPORTIVA","SE REQUIERE IMPLEMENTACION DEPORTIVA SEGUN DECRETO ALCALDICIO 2607 QUE APRUEBA PROGRAMA ACTIVA, VIDA SANA, TIERRA AMARILLA MOVEMOS Y  DECRETO ALCALDICIO 3030 QUE LLAMA A LICITACION PUBLICA, APRUEBA BASES Y NOMBRA COMISION","Menor a 100 UTM","22/11/2023","28/11/2023"
"3565-129-L123","HIPOCLORITO DE CALCIO 65%","SE REQUIERE COMPRAR 32 BALDES DE 25 KILOS DE HIPOCLORITO DE CALCIO 65%, PARA LA PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE HUALPIN","$3.500.000","22/11/2023","28/11/2023"
"3567-83-L123","TARJETAS DE NAVIDAD Y CALENDARIOS.","TARJETAS NAVIDEÑA Y CALENDARIOS","$3.000.000","22/11/2023","27/11/2023"
"1233607-29-LE23","KJC ADQ SERV DE SOFTWARE LIBRO DE CLASES DIGITAL","ADQUISICIÓN DE UN SERVICIO DE SOFTWARE DE LIBRO DE CLASES DIGITAL PARA LOS ESTABLECIMIENTOS EDUCACIONALES QUE SE TRASPASARÁN AL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE IQUIQUE","$63.000.000","22/11/2023","04/12/2023"
"3017-227-L123","ZAPATOS DE SEGURIDAD UNISEX PROYECTO 643","ZAPATOS DE SEGURIDAD UNISEX BOTIN RIDER 8400 SE AJDUNTAN ESPECIFICACIONES  40 PAR DE ZAPATOS SEGUN DETALLE: N°36(7) ,N°37(6), N°38(7), N°39(5), N°40(4), N°41(4) 42(5), 43(2).","$2.142.000","22/11/2023","28/11/2023"
"2832-65-L123","Fiesta Navidad para Funcionarios e Hijos Servicio de Bienestar Salud Quillota","Se requiere la realización de  Fiesta de Navidad para 418 personas; Funcionarios y sus Cargas pertenecientes al Servicio de Bienestar de Salud Quillota.
"1046-16-LE23","ADQUISICIÓN DE EQUIPOS DE PROTECCIÓN PERSONAL","ADQUISICIÓN DE EQUIPOS DE PROTECCIÓN PERSONAL PARA FUNCIONARIOS DE TERRENO DE LA DIRECCIÓN REGIONAL DE AGUAS DE LA REGIÓN DE ATACAMA","Entre 100 y 1000 UTM","22/11/2023","28/11/2023"
"3665-19-LE23","SERVICIOS INFORMATICOS DE REGISTRO DE PAGOS","La necesidad de mantener registros diarios de pago y contabilización, con la finalidad de cumplir con las diferentes demandas de los departamentos del municipio.","Entre 100 y 1000 UTM","22/11/2023","06/12/2023"
"552578-45-LP23","MEJORAMIENTO DE CUBIERTA EN EDIFICIO CONSISTORIAL","MEJORAMIENTO DE CUBIERTA EN EDIFICIO CONSISTORIAL, SAN RAFAEL","Igual o superior a 1.000 UTM e inferior a 2.000 UTM","15/11/2023","06/12/2023"
"1605-128-LE23","LE-1504 Licencias Cloudera Data Platform","El objetivo de la presente licitación es la suscripción de 1 licencia del software “Cloudera Data Platform Flow Management Edition Annual Subscription, 4 Cores - Business Support. AGPL License”, incluyendo servicios de Soporte y Mantención de esta licencia por un periodo de 12 meses.","Entre 100 y 1000 UTM","22/11/2023","04/12/2023"
"3172-76-LE23","SERV. MANT. EQ.AIRES ACOND. DIGCAR BULNES 80 Y RM","MANTENCIÓN EQUIPOS DE AIRE ACONDICIONADO PARA EL EDIFICIO DIGCAR, BULNES N°80 Y CUARTELES POLICIALES REGIÓN METROPOLITANA.","Entre 100 y 1000 UTM","20/11/2023","27/11/2023"
"1265-21-O123","Conservación Borde Costero Pichidangui, Los Vilos","Conservación de la infraestructura existente en Paseo Borde Costero  Pichidangui","No público","31/10/2023","10/01/2024"
"5807-5-LE23","CONCESION CASINO Y CAFETERIA","SE REQUIERE ENTREGAR EN CONCESIÓN EL CASINO Y LA CAFETERÍA DE LA FACULTAD DE CS. QUÍMICAS Y FARMACÉUTICAS.","Entre 100 y 1000 UTM","09/11/2023","27/11/2023"
"3704-101-LE23","servicio de producción show artístico aniversario","adquirir servicio de producción para show artístico aniversario comunal, de acuerdo a lo establecido en las bases administrativas, bases técnicas y anexos","$29.000.000","22/11/2023","28/11/2023"
"1658-964-L123","S22/2023/TURISMO/ADQ. DE ARTICULOS PUBLICITARIOS PARA LA DIRECCION DE TURISMO.","ADQ. DE ARTICULOS PUBLICITARIOS PARA LA DIRECCION DE TURISMO, DE ACUERDO A ESPECIFICACIONES TECNICAS ADJUNTAS.","$2.200.000","22/11/2023","27/11/2023"
"3203-45-LE23","ADQUISICION DE GIFT CARD SERVICIO DE BIENESTAR","ADQUISICION DE GIFT CARD SERVICIO DE BIENESTAR","Entre 100 y 1000 UTM","22/11/2023","28/11/2023"
"2306-180-LE23","ADQ. PAQ. TURISTICO LICEO B.C.C. DE PRAT","5.2.	Consiste   en   la   contratación de PAQUETE TURÍSTICO PARA SALIDA PEDAGÓGICA “CAMPAMENTO DE CONVIVIENCIA ESCOLAR, PARA FORTALECER EL LIDERAZGO EN ESTUDIANTES MEDIADORES PARES O MIEMBROS DE LAS DIRECTIVAS DE CURSOS” PARA LICEO BICENTENARIO CARMELA CARVAJAL DE PRAT, FONDOS SEP, según detalle de los Términos Técnicos de Referencia.","$20.000.000","22/11/2023","28/11/2023"
"5574-15-LQ23","Contratación servicio tráfico telefónico vía SIP.","La universidad de Chile requiere contratar el servicio de tráfico minutos telefónico vía protocolo SIP para disponibilizar conexión a la red pública telefónica PSTN a toda su comunidad Universitaria, lo que se traduce en un servicio de llamadas locales nacionales, a dispositivos celulares, llamadas de larga distancia, etc. Por un periodo de 36 meses.","4.800,00 UTM","22/11/2023","13/12/2023"
"3384-69-LE23","Proy. arquitectura para una escalera de emergencia","Se requiere el Servicio de desarrollo del proyecto de arquitectura, estructura e iluminación para la instalación de una escalera de emergencia exterior en el Edificio Torre del IGM.","Entre 100 y 1000 UTM","22/11/2023","06/12/2023"
"599-76-LE23","GARANTÍA PLATAFORMA VIRTUAL HPE STORAGE 3PAR HPE","La Junta Nacional de Jardines Infantiles, JUNJI, llama a Licitación Pública para la adquisición del SERVICIO DE GARANTÍA DE LA PLATAFORMA VIRTUAL STORAGE 3PAR-HPE POR 12 MESES, de propiedad de la JUNJI, adquirida durante el año 2015, mediante OC N° 599-1517-CM15, 599-1521-CM15, 599-1522-CM15, 599-1523-CM15, 599-1526-CM15 y 599-1527-CM15.
"4523-1-L123","Servicio de mantención general, preparaciones y obras menores para el Museo de la Educación Gabriela Mistrall","Servicio de mantención general, reparación y obras menores en espacios de circulación, baños de uso público, red sanitaria (urinarios y lavamanos) y ramal sanitario (para descarga de urinarios y lavamanos) del Museo de la Educación Gabriela Mistral.","$5.480.000","18/11/2023","27/11/2023"
"1062448-25-L123","CAPACITACION EN TRAUMA COMPLEJO","Adquirir conocimientos y herramientas en esta temática, para ser aplicados en los procesos de 
"2997-79-LE23","Materiales Estructura de Iluminación FV","La lustre Municipalidad de Monte Patria requiere adquirir Materiales Estructura de Iluminación FV, destinado a iluminar distintos puntos de la comuna. Detalle de materiales en especificaciones técnicas adjuntas.","Entre 100 y 1000 UTM","22/11/2023","29/11/2023"
"2997-81-L123","Materiales Cercos de Acceso","Se requiere adquirir materiales para la reposición de cercos removidos en trabajos de pavimentación realizados en ruta 767, localidad de La Cisterna de Tulahuen.","$2.600.000","22/11/2023","28/11/2023"
"2789-150-L123","ARTICULOS DEPORTIVOS - ESCUELA HUGO PINO VILCHEZ","ADQUISICION DE ARTICULOS DEPORTIVOS PARA TALLERES DEPORTIVOS DE LA ESCUELA HUGO PINO VILCHEZ (SOL DE COMPRA N°1337 Y 1338, 10.11.2023)","$3.788.567","22/11/2023","29/11/2023"
"2996-142-L123","PROVISION E INSTALACION EQUIPOS CLINICOS SAR CESFAM MONTE PATRIA","PROVISIÓN E INSTALACIÓN DE REPUESTOS DE EQUIPO CLINICOS, SAR MONTE PATRIA""","$5.000.000","22/11/2023","27/11/2023"
"4459-43-LQ23","SATE MEJORAMIENTO ALUMBRADO PÚBLICO SECTORES CARDONAL DE PANILONCO Y LA AGUADA COMUNA DE PICHILEMU","Considera la instalación y recambio de 103 luminarias en total, incluyendo luminarias en postes que no disponen de ellas con su respectivo cambio de brazo, así como luminarias defectuosas y poco eficientes de tecnología de sodio o haluro metal. Incorporando además extensión de red de alumbrado público por un total 3.450 metros lineales.","$128.215.063","03/11/2023","30/11/2023"
"2314-264-LE23","PROYECTO GRADERIAS RETRACTILES EN MUNTICANCHAS LICEO SIMON BOLIVAR","LICEO SIMON BOLIVAR  PROGRAMA LEY SEP","$40.000.000","22/11/2023","05/12/2023"
"2314-241-LE23","PROYECTO: “INSTALACIÓN DE CELOSÍA DE PROTECCIÓN SOLAR EN MULTICANCHA ESCUELA JUAN DE  DIOS ALDEA”","PROGRAMA LEY SEP
"3565-130-LE23","MATERIALES DE ASEO PARA STOCK DE BODEGA MUNICIPAL","SE REQUIERE COMPRAR MATERIALES DE CONSTRUCCION PARA MANTENER EN STOCK EN BODEGA DE AYIUDA SOCIAL PARA SER ENTREGADOS A FAMILIAS QUE PRESENTEN  NECESIDAD MANIFIESTA","$18.300.000","22/11/2023","29/11/2023"
"2424-335-LE23","3085 - CONCESIONES - C.R.V. - SERVICIO CONSULTORIA DE DIAGNOSTICO Y DESARROLLO DE INGIENIERIA DE ESPECIALIDADES PARA EL HOTEL OHIGGINS","Ped.N° 17 - 3085 Departamento de Concesiones (c.v.r.)","$22.729.000","08/11/2023","24/11/2023"
"1057489-488-LE23","Convenio de Suministro de Tórulas de Bioluminiscencia para Endoscopios con incorporación de equipamiento por 24 meses para el Hospital del Salvador","Que, el Hospital del Salvador necesita contar con un Convenio de Suministro de Tórulas de Bioluminiscencia para Endoscopios con incorporación de equipamiento por 24 meses para el Hospital del Salvador  con la finalidad de satisfacer de manera adecuada y eficiente la labor asistencial;
"2393-245-L123","ADQUISICION DE ARTICULOS DE FERRETERIA, (TABLAS, CLAVOS)","ADQUISICION DE ARTICULOS DE FERRETERIA, (TABLAS, CLAVOS)","$2.500.000","18/11/2023","24/11/2023"
"4305-39-LE23","ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN PARA LA BASE O´HIGGINS","ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN PARA LA BASE O´HIGGINS","Entre 100 y 1000 UTM","17/11/2023","28/11/2023"
"4168-132-LR23","CONSERVACIÓN ESCUELA RARI","CONSERVACIÓN DE INFRAESTRUCTURA PARA EL ESTABLECIMIENTO EDUCACIONAL “ESCUELA RARI”, RBD,3336, DE LA COMUNA DE COLBÚN de acuerdo con las Bases Generales y otros antecedentes de licitación","Igual o superior a 5.000 UTM","17/11/2023","18/12/2023"
"923000-46-LE23","REPOSICIÓN E INSTALACIÓN GAS LICEO TECNICO OLIVAR","La Municipalidad de Olivar invita a los Inscritos en Chilecompra a la  suscripción de Contrato de Ejecución de: REGULARIZACION E INSTALACION GAS LICEO JUAN HOPPE GANTZ, OLIVAR.","$15.000.000","20/11/2023","30/11/2023"
